DisplayName;Department;BusinessRole;AccountType;LastLogon;Ruoli;Username;Email;UPN;EmployeeId;Manager;StatusAD;StatusHR;OrphanGroups
andrea.santoro.kwks;Engineering Mobile;Mobile Engineer;Internal;2026-01-29T14:32:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_READ,SYS_JENKINS_VIEW,SYS_JIRA_WRITE;;;;;;;;
sara.esposito.uzlb;Engineering QA;QA Engineer;Internal;2025-10-16T10:04:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JENKINS_READ,SYS_JIRA_VIEW,SYS_K8S_READ;;;;;;;;
adm_matteo.gallo.gyoq;Platform SRE;SRE Engineer;Technical;2026-01-09T14:51:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_WRITE,SYS_K8S_READ;;;;;;;;
valentina.moretti.kgjw;Platform DevOps;DevOps Engineer;Internal;2026-01-06T11:33:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JENKINS_READ,SYS_K8S_WRITE;;;;;;;;
adm_stefano.verdi.exud;Cloud Infrastructure;Cloud Engineer;Internal;2025-10-09T12:51:55Z;INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_WRITE,SYS_K8S_READ;;;;;;;;
svc_network_dtsy;Network Operations;Network Engineer;Internal;2025-05-20T10:34:55Z;INF_BASTION_WRITE,INF_DNS_WRITE,INF_FIREWALL_READ,INF_MAIL_READ,INF_NETWORK_READ,INF_SIEM_VIEW,INF_VPN_READ,INF_VPN_WRITE,SYS_CONFLUENCE_READ;;;;;;;;
giorgio.mancini.siwt;Security SOC;SOC Analyst;Internal;2025-12-14T08:37:55Z;INF_EDR_READ,INF_FIREWALL_WRITE,INF_IAM_WRITE,INF_MAIL_READ,INF_SIEM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SPLUNK_WRITE;;;;;;;;
federica.leone.hrrv;Security GRC;GRC Specialist;Internal;2025-08-02T14:32:55Z;INF_MAIL_READ,INF_SIEM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_VIEW,SYS_SPLUNK_WRITE;;;;;;;;
simone.romano.owmc;Security IAM;IAM Specialist;Internal;2025-08-08T10:12:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_READ;;;;;;;;
laura.conti.wfqx;Data Engineering;Data Engineer;Technical;2025-12-15T09:43:55Z;INF_DBAAS_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_POWERBI_READ,SYS_SNOWFLAKE_WRITE;;;;;;;;
svc_data_science_rhzd;Data Science;Data Scientist;Internal;2026-01-28T13:29:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_READ,SYS_JIRA_READ,SYS_POWERBI_READ,SYS_SNOWFLAKE_READ;;;;;;;;
adm_silvia.russo.uljj;Analytics BI;BI Analyst;Internal;2025-08-25T07:44:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_WRITE,SYS_SNOWFLAKE_WRITE;;;;;;;;
roberto.greco.qhbu;Product Management;Product Manager;Internal;2025-11-27T11:53:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_VIEW,SYS_POWERBI_READ;;;;;;;;
anna.rizzo.ywld;Product Design;Product Designer;External;2025-12-25T09:20:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ;;;;;;;;
svc_it_helpdesk_eept;IT Helpdesk;IT Support;Internal;2025-07-11T12:24:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_WRITE,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_WRITE;;;;;;;;
marco.colombo.rwyq;IT Operations;IT Ops Specialist;Internal;2025-12-26T10:32:55Z;INF_EDR_VIEW,INF_FILESHARE_READ,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ;;;;;;;;
giulia.costa.xskl;Workplace IT;Workplace Specialist;Technical;2025-07-03T14:20:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_READ;;;;;;;;
francesca.fontana.seqv;PMO;PMO Analyst;Technical;2025-08-26T08:47:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_VIEW,SYS_POWERBI_VIEW;;;;;;;;
alessandro.ferrari.jksd;R&D AI;AI Researcher;Internal;2026-01-18T13:49:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JIRA_WRITE,SYS_SNOWFLAKE_VIEW;;;;;;;;
marta.bruno.svdo;R&D Innovation;Innovation Engineer;Internal;2025-05-24T14:10:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_VIEW;;;;;;;;
davide.lombardi.fxrf;Support L1;Support Agent L1;Internal;2025-07-16T07:49:55Z;INF_MAIL_READ,INF_MAIL_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_READ,SYS_ZENDESK_VIEW;;;;;;;;
svc_support_l_aipp;Support L2;Support Agent L2;Internal;2025-05-11T11:30:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_SPLUNK_WRITE,SYS_ZENDESK_READ;;;;;;;;
svc_customer_success_dehx;Customer Success Enterprise;CSM Enterprise;Internal;2025-05-24T14:10:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
chiara.giordano.lifi;Customer Success SMB;CSM SMB;External;2025-12-08T12:09:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_VIEW,SYS_ZENDESK_READ;;;;;;;;
andrea.santoro.nfru;Sales Enterprise;Sales Executive;Internal;2025-03-24T13:22:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SALESFORCE_READ;;;;;;;;
sara.esposito.fphd;Sales SMB;Sales Representative;Internal;2025-07-29T10:53:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE;;;;;;;;
adm_matteo.gallo.gakp;Marketing Digital;Digital Marketer;Internal;2025-04-26T16:25:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_VIEW,SYS_SALESFORCE_WRITE;;;;;;;;
valentina.moretti.ztvn;Marketing Content;Content Specialist;Internal;2025-09-26T09:59:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_WRITE;;;;;;;;
stefano.verdi.hpfr;Finance Controlling;Controller;Internal;2025-05-12T12:21:55Z;INF_ERP_WRITE,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_READ;;;;;;;;
irene.marino.ksoh;Finance AP;AP Specialist;Internal;2025-05-28T08:29:55Z;INF_ERP_READ,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE;;;;;;;;
giorgio.mancini.kouw;Finance AR;AR Specialist;Internal;2025-11-02T16:35:55Z;INF_ERP_VIEW,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ;;;;;;;;
federica.leone.vjhs;HR Talent;Talent Partner;Internal;2025-10-08T11:45:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_WORKDAY_VIEW;;;;;;;;
simone.romano.euwn;HR Payroll;Payroll Specialist;External;2025-09-20T13:43:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW,SYS_WORKDAY_VIEW;;;;;;;;
adm_laura.conti.cyvx;Legal Compliance;Compliance Analyst;Internal;2025-12-05T09:12:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ;;;;;;;;
antonio.barbieri.hgik;Procurement;Procurement Specialist;Internal;2026-01-14T09:40:55Z;INF_ERP_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ,SYS_SERVICENOW_VIEW;;;;;;;;
silvia.russo.nywn;Executive Office;Executive Assistant;Internal;2025-12-14T08:13:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_WRITE;;;;;;;;
roberto.greco.iiab;Internal Audit;Internal Auditor;Internal;2025-09-23T16:16:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_READ,SYS_SAP_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
anna.rizzo.cvcx;Business Applications;Business Apps Analyst;Internal;2025-08-22T14:19:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_ADMIN,SYS_JIRA_READ,SYS_SALESFORCE_READ,SYS_SAP_READ,SYS_SERVICENOW_VIEW,SYS_WORKDAY_VIEW;;;;;;;;
luca.rossi.kbwf;Engineering Backend;Backend Engineer;Internal;2025-08-25T07:44:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GITLAB_VIEW,SYS_JENKINS_READ,SYS_JIRA_READ,SYS_K8S_READ;;;;;;;;
marco.colombo.giui;Engineering Frontend;Frontend Engineer;Internal;2025-05-13T13:15:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GITHUB_WRITE,SYS_JENKINS_WRITE,SYS_JIRA_READ;;;;;;;;
adm_giulia.costa.plgj;Engineering Mobile;Mobile Engineer;Internal;2025-05-06T16:56:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GITHUB_READ,SYS_JENKINS_WRITE,SYS_JIRA_VIEW;;;;;;;;
francesca.fontana.eolj;Engineering QA;QA Engineer;Internal;2026-01-09T14:48:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JENKINS_READ,SYS_JIRA_READ,SYS_K8S_READ;;;;;;;;
alessandro.ferrari.cren;Platform SRE;SRE Engineer;Internal;2025-11-24T08:44:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_READ,SYS_K8S_READ;;;;;;;;
marta.bruno.oddh;Platform DevOps;DevOps Engineer;Internal;2025-09-28T11:20:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_READ,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JENKINS_VIEW,SYS_K8S_WRITE;;;;;;;;
davide.lombardi.hsdk;Cloud Infrastructure;Cloud Engineer;Internal;2025-10-12T15:54:55Z;INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
elisa.bianchi.uohh;Network Operations;Network Engineer;Technical;2025-10-08T11:36:55Z;INF_BASTION_READ,INF_DNS_WRITE,INF_FIREWALL_WRITE,INF_MAIL_READ,INF_NETWORK_READ,INF_SIEM_VIEW,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ;;;;;;;;
paolo.ricci.yyjq;Security SOC;SOC Analyst;Internal;2025-06-21T12:13:55Z;INF_EDR_VIEW,INF_FIREWALL_READ,INF_IAM_READ,INF_MAIL_READ,INF_SIEM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SPLUNK_READ;;;;;;;;
chiara.giordano.mksz;Security GRC;GRC Specialist;Internal;2025-04-26T16:58:55Z;INF_MAIL_READ,INF_SIEM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
adm_andrea.santoro.rgrp;Security IAM;IAM Specialist;Internal;2025-12-23T07:20:55Z;INF_IAM_WRITE,INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_WRITE;;;;;;;;
sara.esposito.yhre;Data Engineering;Data Engineer;Technical;2025-05-17T07:10:55Z;INF_DBAAS_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_POWERBI_READ,SYS_SNOWFLAKE_VIEW;;;;;;;;
adm_matteo.gallo.myhg;Data Science;Data Scientist;Internal;2025-10-29T12:29:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_READ,SYS_JIRA_WRITE,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_WRITE;;;;;;;;
valentina.moretti.mfjz;Analytics BI;BI Analyst;Internal;2025-06-20T11:13:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_READ,SYS_SNOWFLAKE_VIEW;;;;;;;;
stefano.verdi.mdlq;Product Management;Product Manager;Internal;2025-05-10T10:18:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_WRITE,SYS_POWERBI_WRITE;;;;;;;;
irene.marino.rakx;Product Design;Product Designer;Internal;2026-01-31T16:53:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_VIEW;;;;;;;;
giorgio.mancini.dhoz;IT Helpdesk;IT Support;External;2025-04-26T16:43:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_MDM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_READ;;;;;;;;
federica.leone.pcgh;IT Operations;IT Ops Specialist;Internal;2025-08-07T09:12:55Z;INF_EDR_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_VIEW,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ,SYS_SERVICENOW_WRITE;;;;;;;;
adm_simone.romano.metr;Workplace IT;Workplace Specialist;Technical;2026-01-31T16:35:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
laura.conti.yync;PMO;PMO Analyst;External;2025-11-25T09:14:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ,SYS_POWERBI_READ;;;;;;;;
antonio.barbieri.bjsb;R&D AI;AI Researcher;Internal;2026-01-07T12:54:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_WRITE,SYS_JIRA_VIEW,SYS_SNOWFLAKE_VIEW;;;;;;;;
silvia.russo.pmfn;R&D Innovation;Innovation Engineer;Technical;2025-06-28T09:11:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_WRITE;;;;;;;;
svc_support_l_odir;Support L1;Support Agent L1;External;2026-02-10T16:21:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ,SYS_ZENDESK_READ;;;;;;;;
anna.rizzo.byqh;Support L2;Support Agent L2;Internal;2025-07-05T16:32:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ,SYS_SPLUNK_WRITE,SYS_ZENDESK_VIEW;;;;;;;;
luca.rossi.fdqy;Customer Success Enterprise;CSM Enterprise;Internal;2025-10-18T11:40:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SALESFORCE_WRITE,SYS_ZENDESK_VIEW;;;;;;;;
marco.colombo.wgpv;Customer Success SMB;CSM SMB;Internal;2025-04-18T08:10:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ,SYS_ZENDESK_READ;;;;;;;;
giulia.costa.gqfr;Sales Enterprise;Sales Executive;Internal;2025-04-22T12:31:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SALESFORCE_READ;;;;;;;;
adm_francesca.fontana.zdfd;Sales SMB;Sales Representative;Technical;2025-06-14T15:09:55Z;INF_CRM_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE;;;;;;;;
alessandro.ferrari.zlvh;Marketing Digital;Digital Marketer;Internal;2025-08-22T14:22:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_WRITE,SYS_SALESFORCE_VIEW;;;;;;;;
marta.bruno.hcpg;Marketing Content;Content Specialist;Internal;2025-12-07T12:06:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_VIEW;;;;;;;;
davide.lombardi.dltk;Finance Controlling;Controller;Technical;2026-02-03T09:24:55Z;INF_ERP_VIEW,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SAP_VIEW;;;;;;;;
adm_elisa.bianchi.uixk;Finance AP;AP Specialist;Internal;2025-04-11T11:24:55Z;INF_ERP_VIEW,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE;;;;;;;;
paolo.ricci.ziau;Finance AR;AR Specialist;Internal;2025-06-29T10:08:55Z;INF_ERP_VIEW,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE;;;;;;;;
adm_chiara.giordano.lrzc;HR Talent;Talent Partner;Internal;2025-07-30T11:26:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_WORKDAY_READ;;;;;;;;
andrea.santoro.epcs;HR Payroll;Payroll Specialist;Internal;2025-12-16T10:49:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ,SYS_WORKDAY_READ;;;;;;;;
adm_sara.esposito.luma;Legal Compliance;Compliance Analyst;Internal;2026-01-29T14:44:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
adm_matteo.gallo.bbbw;Procurement;Procurement Specialist;Internal;2025-04-06T16:26:55Z;INF_ERP_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
valentina.moretti.amtd;Executive Office;Executive Assistant;Internal;2025-05-23T13:22:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_WRITE;;;;;;;;
svc_internal_audit_wlld;Internal Audit;Internal Auditor;External;2025-03-25T14:46:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_READ,SYS_SAP_READ,SYS_SPLUNK_VIEW;;;;;;;;
irene.marino.lxnh;Business Applications;Business Apps Analyst;Technical;2025-12-14T08:58:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ,SYS_SALESFORCE_READ,SYS_SAP_VIEW,SYS_SERVICENOW_READ,SYS_WORKDAY_READ;;;;;;;;
giorgio.mancini.gtpg;Engineering Backend;Backend Engineer;External;2025-12-01T15:14:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITLAB_VIEW,SYS_JENKINS_READ,SYS_JIRA_VIEW,SYS_K8S_VIEW;;;;;;;;
federica.leone.qgru;Engineering Frontend;Frontend Engineer;External;2026-01-13T08:55:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_AWS_VIEW,SYS_CONFLUENCE_READ,SYS_GITHUB_VIEW,SYS_JENKINS_READ,SYS_JIRA_VIEW;;;;;;;;
simone.romano.cauj;Engineering Mobile;Mobile Engineer;Internal;2025-10-11T14:33:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_VIEW,SYS_JENKINS_VIEW,SYS_JIRA_WRITE;;;;;;;;
laura.conti.hnoz;Engineering QA;QA Engineer;Internal;2025-07-18T09:19:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JENKINS_VIEW,SYS_JIRA_VIEW,SYS_K8S_WRITE;;;;;;;;
adm_antonio.barbieri.cijl;Platform SRE;SRE Engineer;Internal;2025-04-01T11:11:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_READ,SYS_K8S_WRITE;;;;;;;;
svc_devops;Platform DevOps;DevOps Engineer;Internal;2025-11-20T14:19:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JENKINS_WRITE,SYS_K8S_WRITE;;;;;;;;
adm_roberto.greco.pbju;Cloud Infrastructure;Cloud Engineer;Internal;2025-09-19T12:07:55Z;INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_WRITE,SYS_K8S_READ;;;;;;;;
anna.rizzo.uwbw;Network Operations;Network Engineer;Technical;2025-08-09T11:51:55Z;INF_BASTION_VIEW,INF_DNS_READ,INF_FIREWALL_READ,INF_MAIL_READ,INF_NETWORK_WRITE,INF_SIEM_READ,INF_VPN_READ,INF_VPN_WRITE,SYS_CONFLUENCE_READ;;;;;;;;
luca.rossi.dvgv;Security SOC;SOC Analyst;Technical;2025-11-11T15:30:55Z;INF_EDR_WRITE,INF_FIREWALL_READ,INF_IAM_READ,INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
marco.colombo.qzbs;Security GRC;GRC Specialist;Internal;2025-07-20T11:46:55Z;INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW,SYS_SPLUNK_VIEW;;;;;;;;
giulia.costa.kyoj;Security IAM;IAM Specialist;Internal;2025-07-22T13:37:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_WRITE;;;;;;;;
francesca.fontana.tzam;Data Engineering;Data Engineer;Internal;2025-04-28T08:35:55Z;INF_DBAAS_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_POWERBI_WRITE,SYS_SNOWFLAKE_WRITE;;;;;;;;
alessandro.ferrari.vsbx;Data Science;Data Scientist;Internal;2025-03-20T09:34:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JIRA_READ,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_READ;;;;;;;;
marta.bruno.fsvz;Analytics BI;BI Analyst;Internal;2025-09-13T16:12:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_WRITE,SYS_SNOWFLAKE_VIEW;;;;;;;;
adm_davide.lombardi.sypd;Product Management;Product Manager;Internal;2025-07-24T15:40:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_VIEW,SYS_POWERBI_WRITE;;;;;;;;
elisa.bianchi.nnsb;Product Design;Product Designer;Internal;2025-04-17T07:25:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_VIEW;;;;;;;;
